Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
SAINA RESORT,3.6,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Accessible,Kid-friendly,"₹5,191"
Radisson Blu Mumbai International Airport,4.4,mumbai,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹11,575"
"Hotel Solitaire, Mumbai",3.9,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹4,004"
Hotel Cliffton,4.2,mumbai,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹3,721"
Citizen Hotel,4.1,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service,"₹5,466"
JW Marriott Mumbai Sahar,4.6,mumbai,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹11,703"
Hotel Residency,3.9,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹4,021"
Aquarium Hotel Sahara Star,4.6,mumbai,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,Room service,Kitchen in some rooms,"₹9,755"
"Holiday Inn Mumbai International Airport, an IHG Hotel",4.5,mumbai,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹10,029"
"Ginger Mumbai, Goregaon",4.0,mumbai,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹4,300"
Qubestay Airport Capsule Hotel And Hostel,4.1,mumbai,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,NA,NA,NA,"₹1,273"
Stay Villa Dormitory (for Male and Female),5.0,mumbai,Bungalow,Sleeps 28,28 bedrooms,7 bathrooms,Air conditioning,Kid-friendly,Kitchen,Smoke-free,No fitness center,₹954
Gagal Home - Borivali East,3.2,mumbai,House,Sleeps 12,4 bedrooms,4 bathrooms,Air conditioning,Kid-friendly,Elevator,Fireplace,Kitchen,"₹3,488"
Bloom Hotel - Worli,4.5,mumbai,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹7,862"
Goldfinch Hotel,4.0,mumbai,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,619"
Hilton Garden Inn Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹5,873"
Radisson Lucknow City Center,4.3,lucknow,3-star hotel,Breakfast ($),Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,152"
Hyatt Regency Lucknow,4.4,lucknow,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,480"
Radisson Lucknow City Center,4.3,lucknow,3-star hotel,Breakfast ($),Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,068"
The Regnant,4.2,lucknow,Breakfast ($),Free Wi-Fi,Parking ($),Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,065"
Hilton Garden Inn Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹4,767"
Fairfield by Marriott Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹5,831"
Taj Mahal Lucknow,4.6,lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹11,231"
Fortune Park BBD - Hotel in Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹7,159"
Hotel Aryan,3.8,lucknow,2-star hotel,Free Wi-Fi,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,₹514
Novotel Lucknow Gomti Nagar,4.5,lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Bar,"₹5,165"
Hotel Millenia Regency Lucknow,4.2,lucknow,Free breakfast,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Kid-friendly,"₹2,845"
The Grand Radiant-3 Star Hotel in Lucknow,4.0,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹2,397"
Hotel Levana,4.0,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,NA
SHAKUNTALA RESIDENCY,4.3,lucknow,Free breakfast,Free Wi-Fi,Parking,Pool,Kitchen in some rooms,Full-service laundry,NA,NA,NA,"₹2,407"
Comfort Inn,4.1,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹3,299"
Golden Tulip Lucknow,4.2,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹8,143"
Hotel Surya International Lucknow,4.1,lucknow,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Business center,"₹2,429"
Levana Suites,4.2,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,NA
Hotel Golden Orchid,4.0,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹3,182"
Super OYO Townhouse 244 Munshipuliya Near Fun Republic Mall,3.0,lucknow,Apartment,1 bedroom,Free Wi-Fi,No air conditioning,No airport shuttle,No beach access,No elevator,No fireplace,No fitness center,"₹1,087"
Lucknow Condominium,2.3,lucknow,Apartment,Sleeps 6,3 bedrooms,3 bathrooms,4 sq m,Kitchen,NA,NA,NA,"₹3,938"
Novotel Lucknow Gomti Nagar,4.5,lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Bar,"₹5,240"
Gemini Continental,4.1,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹4,136"
Vivanta Kolkata EM Bypass,4.4,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Pet-friendly,Fitness center,Bar,"₹2,213"
Hotel RituIvy,4.2,kolkata,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,733"
Vivanta Kolkata EM Bypass,4.4,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Pet-friendly,Fitness center,Bar,"₹2,356"
"The Oberoi Grand, Kolkata",4.4,kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹6,182"
Palli Bangla Resort & Spa Private Limited,4.4,kolkata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,361"
HOTEL ORCHID INN,4.1,kolkata,Free Wi-Fi,Parking ($),Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,NA,NA,"₹1,027"
Golden Parkk Hotel,4.0,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Spa,Bar,Restaurant,Room service,"₹4,185"
Hotel Emirates,4.0,kolkata,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,511"
Bubble Beds Kolkata,4.3,kolkata,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Business center,₹862
Aster Guest House Kolkata,4.0,kolkata,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Parking,Restaurant,Full-service laundry,Kid-friendly,NA,"₹3,050"
"The Manor House, Kolkata",4.4,kolkata,Free breakfast,Free Wi-Fi,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹3,800"
backpackers park,4.0,kolkata,Free breakfast,Free Wi-Fi,Parking ($),Pool,Air conditioning,Kitchen in some rooms,Full-service laundry,NA,NA,"₹1,076"
Aristro Club,4.0,kolkata,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Restaurant,Room service,"₹1,936"
Hotel Platinum,3.9,kolkata,3-star hotel,Free breakfast,Wi-Fi,Outdoor pool,Air conditioning,Pet-friendly,Restaurant,Kitchen in some rooms,Full-service laundry,"₹1,294"
Regenta Orkos Kolkata,4.0,kolkata,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹3,924"
The Astor,4.3,kolkata,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Kitchen in some rooms,"₹4,925"
Hotel Golden Palace (a Unit Of Ksh Projects Pvt Ltd),4.3,kolkata,2-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹2,273"
The Lindsay,4.0,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Fitness center,Parking,Bar,Restaurant,Room service,"₹3,219"
Hotel RituIvy,4.2,kolkata,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,061"
Barsana Boutique Hotel,4.3,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹3,509"
Reena's Lodge,4.1,kolkata,Apartment,Sleeps 4,2 bedrooms,1 bathroom,2 beds,Air conditioning,Kitchen,Washer,Free Wi-Fi,"₹2,240"
Kollolini Kolkata,4.4,kolkata,2 beds,Air conditioning,Airport shuttle,Kid-friendly,Crib,Ironing board,Smoke-free,Washer,Free parking,"₹1,200"
Park Suites,4.2,kolkata,Free breakfast,Free Wi-Fi,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,"₹3,920"
The Park Hotel,4.4,kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹7,190"
DoubleTree Suites by Hilton Hotel Bangalore,4.4,bangalore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹12,390"
"The Oberoi, Bengaluru",4.7,bangalore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,"₹12,980"
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,bangalore,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,439"
Holiday Inn Express & Suites Bengaluru OMR,4.4,bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,"₹4,423"
Kings Palace Manyata,3.2,bangalore,Sleeps 8,3 bedrooms,Air conditioning,Elevator,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,₹891
Radisson Blu Atria Bengaluru,4.4,bangalore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,423"
Redstone Villa & Suites - Serviced Apartment in HSR Layout,4.3,bangalore,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,586"
Prestige Residency,3.1,bangalore,Free Wi-Fi,Breakfast,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,₹662
"Holiday Inn Bengaluru Racecourse, an IHG Hotel",4.4,bangalore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹5,761"
Palm Meadows Resort,4.5,bangalore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pools,Hot tub,Air conditioning,Fitness center,Spa,"₹6,745"
Regenta Inn Grand Koramangala,4.6,bangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹3,293"
Hyatt Centric Mg Road Bangalore,4.3,bangalore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹3,364"
Guhantara,3.7,bangalore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Restaurant,Full-service laundry,"₹5,236"
Hotel TAP Paradise,3.4,bangalore,1-star hotel,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,₹593
Capital O Royal Wood Premier Near Sri Someshwara Swami Temple,3.7,bangalore,Free Wi-Fi,Parking,Pool,Air conditioning,Kitchen in some rooms,Full-service laundry,Kid-friendly,Smoke-free property,NA,₹988
Redstone Villa and Suite | Rooms & Restaurant,4.0,bangalore,Sleeps 15,5 bedrooms,Fireplace,Cable TV,Paid parking,No air conditioning,No crib,No elevator,No fitness center,"₹1,586"
SAP Golden Grande,4.0,bangalore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,₹827
Area 83,4.1,bangalore,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Room service,Full-service laundry,Accessible,Kid-friendly,NA,NA
ROYAL STAR HOTEL,4.2,bangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,013"
The Signature Inn,3.8,bangalore,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,₹770
Ramada Encore by Wyndham Bangalore Domlur,4.5,bangalore,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,"₹5,301"
Bangalore Gate Hotel & Conferences,4.1,bangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,800"
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,bangalore,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,132"
Radisson Blu Atria Bengaluru,4.4,bangalore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,300"
"Holiday Inn Express Hyderabad Banjara Hills, an IHG Hotel",3.8,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,"₹6,601"
Minerva Grand,4.1,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹4,013"
The Wilderness Retreat,4.0,hyderabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹6,955"
OYO Ritesh Grand,3.4,hyderabad,2-star hotel,Breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,₹460
Capital O 10225 Wild Wings Hotel Near Omni Hospital Lane Nagole main road,3.9,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,Smoke-free property,"₹1,217"
Hyderabad Marriott Hotel & Convention Centre,4.4,hyderabad,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹7,728"
ISKCON Hyderabad,4.7,hyderabad,Free Wi-Fi,Parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA
Taramati Baradari Resort,4.1,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹2,520"
Ananya Eco Resorts,3.9,hyderabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kid-friendly,NA,NA,NA,"₹3,710"
"Hornbill Farm Retreat- Organic getaway, Functions near Hyderabad",4.3,hyderabad,Breakfast ($),Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,"₹5,811"
Le Meridien Hyderabad,4.4,hyderabad,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹9,347"
Taj Falaknuma Palace,4.7,hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹52,587"
RESTEL STUDIO FLATS,4.2,hyderabad,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,434"
Hotel Belsons Taj Mahal,3.9,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,₹974
Citadel Hotels & Conventions By Vinnca,4.4,hyderabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Accessible,"₹5,065"
Hotel Maya Deluxe,3.9,hyderabad,3-star hotel,Free Wi-Fi,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,₹820
"Manasarovar The Fern, Hyderabad",4.1,hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,NA
Hotel Shubham Palace - Karmanghat,4.3,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,"₹2,409"
Mrugavani Resort & Spa,4.3,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pools,Air conditioning,Spa,Restaurant,Room service,NA
Zibe Hyderabad by GRT Hotels,4.5,hyderabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,505"
Super OYO Townhouse 1033 Ameerpet,3.8,hyderabad,Apartment,Sleeps 3,1 bedroom,Air conditioning,Kitchen,No airport shuttle,No beach access,No elevator,No fireplace,"₹1,305"
Anjani Mansion | Rooms & Homely Meals,4.3,hyderabad,Sleeps 6,3 bedrooms,Elevator,Free Wi-Fi,No airport shuttle,No beach access,No crib,No fitness center,No hot tub,"₹2,284"
Trident Hotel Hyderabad,4.5,hyderabad,5-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹10,974"
Hotel Hyderabad Grand,4.0,hyderabad,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,NA,"₹3,638"
La Maison Pondichéry - Heritage Guesthouse,4.4,pondicherry,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹5,376"
Anandha Inn Convention Centre and Suites,3.9,pondicherry,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,973"
Hotel Atithi,4.2,pondicherry,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹4,497"
A La Villa Creole,4.2,pondicherry,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,234"
HOMESTAY HOTEL LA VILLA PONDI CHÉRIE GUESTHOUSE ROOMS,4.3,pondicherry,Breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,"₹2,226"
Hotel Ram International,3.9,pondicherry,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹1,900"
Raj Residency,4.2,pondicherry,1-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,593"
La Maison Pondichéry - Heritage Guesthouse,4.4,pondicherry,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹5,324"
Sea Side Guest House,4.5,pondicherry,4-star hotel,Free breakfast,Wi-Fi,Air conditioning,Beach access,Restaurant,Full-service laundry,Kid-friendly,NA,NA
Aashikha Farm House,4.8,pondicherry,Breakfast ($),Free Wi-Fi,Free parking,Pools,Air conditioning,Pet-friendly,Room service,Kitchen in some rooms,Airport shuttle,"₹3,537"
Ginger Pondicherry,3.8,pondicherry,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹2,743"
La Grrande Malar - The Boutique Hotel Pondicherry,4.4,pondicherry,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,NA,"₹3,305"
Hotel D'Inn,3.6,pondicherry,3-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,188"
Villa Bordeaux,4.1,pondicherry,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,NA,NA,NA,"₹1,898"
Hotel Annamalai International,4.0,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹3,516"
Pleasant Inn,3.9,pondicherry,1-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹1,281"
Lotus Comfort- A Pondy Hotel,3.6,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,734"
Cosy Chambre,4.1,pondicherry,Free Wi-Fi,Free parking,Fitness center,Breakfast,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,Accessible,"₹1,920"
Hotel Ajantha Sea View,3.9,pondicherry,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹5,581"
Hotel Green Palace,3.9,pondicherry,3-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Bar,Restaurant,Room service,Kitchen in some rooms,"₹1,945"
Aashikha farm house,4.6,pondicherry,Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹3,537"
A La Villa Creole - Double Room with Private External Bathroom,4.0,pondicherry,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Airport shuttle,Kid-friendly,Crib,"₹1,457"
Villa Helena Heritage Guest House & Restaurant,4.1,pondicherry,Free breakfast,Free Wi-Fi,Air conditioning,Bar,Restaurant,Full-service laundry,Kid-friendly,NA,NA,"₹6,720"
Ginger Pondicherry,3.8,pondicherry,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹3,359"
Hotel Windsor,3.9,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹3,492"
The Red Velvet Hotel Samarpan,4.6,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,480"
Hotel Fortune..,3.6,patna,3-star hotel,Free Wi-Fi,Parking,Pool,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,"₹1,194"
Hotel Bodhi Tree - Best Hotel in Patna | Hotels Near Patna junction Railway Station and Patna airport,4.1,patna,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,409"
The Panache Banquets,4.4,patna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAJ RESORT,4.5,patna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hotel Gargee Grand | Best Hotel in Patna,4.1,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹4,956"
Vatika Premier Hotel,4.2,patna,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,NA
Hotel Aurelia Pearl,4.7,patna,Breakfast ($),Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free property,NA,NA,"₹1,820"
The Park Pride,4.2,patna,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Full-service laundry,NA,NA,"₹2,480"
Ghar Aangan Resort,3.9,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,"₹2,902"
The Grand Empire | Best 4 Star Luxury Hotel in Patna,4.0,patna,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in some rooms,"₹4,662"
Hotel Maurya,4.3,patna,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹10,090"
Harilal’s,4.2,patna,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,998"
HOTEL AMALFI GRAND,4.1,patna,4-star hotel,Breakfast,Free Wi-Fi,Parking,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,NA
Hotel Mundrika Deluxe,3.2,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,155"
"Lemon Tree Premier, Patna",4.1,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹9,786"
"Hotel Virasat Retreat, Opposit Medanta Hospital,Patna",4.0,patna,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹1,712"
Ginger Patna,4.0,patna,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,NA,"₹4,989"
